sample_id	691_692	693_694	688_689	683_684	684_685	686_687	689_690	687_688	690_691	685_686	692_693	682_683	825_826	823_824	829_830	832_833	831_832	827_828	830_831	824_825	842_843	843_844	826_827	847_848	836_837	990_991	835_836	848_849	989_990	997_998	834_835	849_850	985_986	851_852	845_846	850_851	846_847	852_853	999_1000	996_997	995_996	812_813	994_995	991_992	992_993	998_999	811_812	810_811	986_987	993_994	857_858	1003_1004	1002_1003	854_855	855_856	1004_1005	858_859	1000_1001	1001_1002	987_988	856_857	853_854	988_989	859_860	802_803	804_805	891_892	865_866	1007_1008	861_862	862_863	860_861	864_865	1006_1007	803_804	863_864	890_891	1005_1006	1009_1010	805_806	1010_1011	1008_1009	807_808	893_894	806_807	892_893	1011_1012	1014_1015	808_809	809_810	1012_1013	1021_1022	1016_1017	1023_1024	1018_1019	898_899	1019_1020	894_895	899_900	896_897
691_692	1	0.00297221123362582	6.9527603326464e-4	0.00557605263611615	-0.00255593278269147	-0.00948198209041121	-0.00447163253572096	0.00520302095261069	0.00443265498678229	0.00978231469320841	0.00229741212224517	0.00263473900589562	0.00422178997154925	-0.0127614281746549	0.0139950109439165	-0.00417266525136505	0.0039974858821725	0.00253656852722195	0.0024224407331846	0.00221358200514404	0.004125828594233	6.2093594475388e-4	0.0022739362474542	0.00315541457197324	0.00645120879902588	-3.0281044097309e-4	-0.00416525381725118	7.7403826613131e-4	-0.00569803147524921	0.00155849315446949	0.00251535802914015	0.00144897460205563	0.00218181052966505	7.3512111210112e-4	-7.1959338732262e-4	-0.00223954088991844	-4.4161368007525e-4	-0.0037549233013668298	-0.00632318039665483	-7.9605533543152e-4	-1.24665497040954e-5	0.00428485905887249	-0.021279200663197	0.00197709830511364	0.00492078335658708	-0.00746014561435181	0.00545626091954333	0.00400868054173482	0.00267526233149866	0.00205462731418486	-0.00289506684671581	-0.00187716077964777	-0.00248323706839309	-9.9508071051563e-4	-0.00222594079379462	-0.00121128042338873	0.00108375744170201	0.0098464438853622	0.00300747664259066	0.00129726626739875	0.00788406961906849	-0.00184930076646743	-7.0946862869538e-4	0.00138277868082866	-0.00637454905567689	8.4643440044084e-4	-0.00382228913275839	-0.0429959884576329	-0.00356261597784639	0.00311900181073689	-0.00737689514991435	-0.00234377575506204	-0.00410950974062158	-0.00104672711536659	0.00345485984507039	0.00488737129448786	0.00471138357868247	-3.93112859453246e-6	2.5870427019509e-4	-1.6097907758358e-4	-0.0018857041955697	0.00124527663620532	0.00930229864959618	-0.0085186320338247	0.00698440107972951	0.00224884191248979	-0.00238186609505561	0.00220532797809266	-0.00606921239820785	0.00572601699608849	0.00522450827943836	0.00438935740591577	-0.00696661539524782	-0.00363055579268409	6.3272910308072e-4	-0.00190878799555695	0.00162261384677217	0.00200650741451283	0.00388861985023998	-0.0079706129562758
693_694	0.00297221123362582	1	-0.00157676286552783	-0.00130033735486194	0.00424887554054986	-0.00301045969033759	-0.00411871623529991	0.00501759957155147	-0.00537206826126029	0.00512739884081147	0.00808625183269448	-9.3745335020197e-4	0.00603645513230718	-0.0141340740344415	0.0016139138213811799	8.7038064894973e-4	0.00440179628870415	0.00460899751653044	0.00416548476115112	0.00361973248370575	9.4423005787945e-4	-0.00302898707102671	0.00261749475613112	0.00313125532121421	0.00750023370041423	0.0018192117571216	0.0108356176283556	0.00130266784725544	0.00321618580080699	-0.00142671343497209	0.00805488423540761	-3.1924803743707e-4	0.00126826472207453	-0.00384213925986579	-2.0902589149441e-4	-6.9103816636556e-4	-0.00285891214122877	3.8659557941707e-4	-0.0025595562609491	0.00224460064849336	0.00392571532194056	0.0010186971077942	-0.0157512139924418	-0.00674857765033178	-0.00110712509254127	0.00108789389452302	0.00362870340513965	-0.00366978599224198	0.00294977490776616	-0.0023708503304722	-0.0117806428105657	-0.00567809491003489	-0.00385870244108479	0.00305838988815837	0.0036236308154747	0.00111966157541449	0.00549957416862656	0.00526992126693452	0.00666466159706665	0.00515009592912779	-0.0038874384154566	2.7731501426352e-4	0.00138633290630607	-0.00103285775873867	-3.48205960833817e-5	0.00226034432916173	0.00121854381982045	-0.0262328759794796	0.0026706367556372	0.00280611815303745	-0.00516647734002173	0.00109824667862293	0.00323137284489113	0.00431376268753803	-0.0103713585166033	0.0019900966835787	0.00636921958045646	0.00254550607073337	0.00499832878689785	-0.00680827897821143	-2.5497172304936e-4	0.0065499193230665	0.00331254972817848	-8.7853297303402e-4	-2.442572793379e-4	-0.00482493207892325	0.00127748734040633	0.00496689755799463	-8.0836308402752e-4	0.00509656884788768	0.00384877067858403	0.00168462507464733	0.0024053130398194	0.00649538416143177	-1.59798254861945e-5	-0.00207490321889853	6.9204460335553e-4	0.00332517765211741	9.6115585936898e-4	0.00381503287047951
688_689	6.9527603326464e-4	-0.00157676286552783	1	0.0017636255982186	-6.9462739727547e-4	0.00398738073572545	0.00201694814133419	0.00196060483563068	-0.00487193705710275	-0.00515002624581831	-0.012133087351026	0.00290024360205629	-0.00277954476423035	0.00491788086281912	-0.00847736019056937	-0.00184486101685902	-0.00837060833339175	-0.00206946611026505	-0.00396091221499651	0.00399663101904087	-0.00504520386834663	-0.00322670086347644	-0.00788850448685321	-0.0124108932138367	-0.00660238304608587	-0.0044492334539278	-0.00851885903875543	9.1775608237887e-4	-0.00343926208108099	-0.00554880487102059	0.00114790300210683	0.00416543779585297	-0.00729762875719437	0.00368203287067509	0.00472537725586246	8.0952922842276e-4	0.00151211935456724	-4.7148453934185e-4	-0.00173109573289261	0.00133612450029588	4.8135397493151e-4	-0.00115994676784631	0.00890991847113447	-0.00236383986602279	-0.00557376813668299	-0.00219633354271527	-0.0145291325971212	-0.0063681561630288	-0.00585417302600881	-0.00369252974864271	0.00383935357036181	-6.1529752030283e-4	-0.00684987029617646	-0.00534713402602093	-0.00636545450906724	0.00599670908990617	-7.0495601766069e-4	-0.00248151575810063	-0.00528725145448286	-0.0125820741537936	-0.00427282712301994	-0.00883818283115684	-8.5703416607043e-4	6.650006855444e-4	8.8730582977639e-4	0.0104396915905634	-0.00270599924150048	0.0112507176261499	0.00474090450312498	-0.00759901435867104	0.00264790664089049	-0.0015178200473293	-0.00179936415221543	-0.0031385295136741	0.00794969318552123	-0.00436587238394367	-0.0031116108292936202	-0.00177382135013732	-0.00176104752313422	-0.00185867842591876	-0.00651516924699514	-6.5137862675447e-4	-0.0126979830211066	-0.00482986946441291	-0.00534115911303794	-0.00243239161820001	-0.00484857115901803	-0.00171459629210438	-0.00552884112458625	-0.00252808728138432	-3.4175477335522e-4	-0.00466713750944629	-0.00331685521395625	-0.00660729029891246	-0.00561602260663891	-0.00521074672166387	0.00150420331891966	-7.08670430635205e-5	-0.00319155826150405	-0.00646326849735682
683_684	0.00557605263611615	-0.00130033735486194	0.0017636255982186	1	0.00156421528670814	-0.00484184993640289	-0.00275655031476636	0.00722877049795637	9.4507385635128e-4	0.00615210913691589	0.0124935681889795	-0.00372091083827774	-0.00384236233088046	-0.0101045013892355	0.00689041110825336	0.00238215880868225	0.00762251866446252	0.00500431962500158	0.00316931805670283	-0.00247759596400474	0.00694817313899684	0.00482872311725153	0.00315073162272068	0.00358575551493448	0.0041417920212624	-0.0024752556774814	-0.00745028997244445	1.8298152854497e-4	0.0100715089553922	-0.00296164235049109	0.00479728977727358	0.00202980282643489	0.00610367788317164	-0.0026667683823708	-0.00199532307592966	0.00685271733878942	-0.00124682296881349	8.3573365079439e-4	8.5779257561855e-4	-0.00669489155705709	0.0120979504626265	0.00494442554117468	-0.0208956702971339	-0.00477749492675794	5.6234404114128e-4	-0.00426176120065556	0.00771685202552744	0.00332002320272123	0.0029560210873044	-2.416512577015e-4	-0.00349529740342349	-0.00287860823529689	0.0074662721526529	0.00546906867664524	0.00271472427161606	-0.00425863868618142	0.00943130305585422	0.00941435891132433	0.00680531985765982	0.00436902446616563	0.00650596700133969	-0.00114317212525307	0.00356276691099973	-0.00101096005988171	-3.8249202809525e-4	-0.00210777261117492	0.00285850993446023	-0.0423601898266342	-0.00718714778796053	0.0102457108570392	-0.0122867969760592	0.00604530958904265	-0.00939410332516617	0.00715949547219244	0.00209280109064618	0.00841439763081213	0.00464720976792452	0.00880670440043487	0.0142303362078572	0.0021123302799507	0.00608022030822504	-7.4184270207814e-4	0.00775369647689448	-0.0036380722240699	0.00439876632495236	-1.8997969853776e-4	0.007830938991957	0.00664623548171855	0.00242055083318461	0.0141272943947208	0.00344040757068962	0.00369524958117869	0.00273855167659752	0.00256714911034204	-0.00201012842125001	0.00297048316517827	0.00119516337368333	-2.9258721019369e-4	0.0017602839385065	0.00692681598041585
684_685	-0.00255593278269147	0.00424887554054986	-6.9462739727547e-4	0.00156421528670814	1	-0.00210942371982413	0.00420222012682062	-0.0032822415091733	-0.00377785773378276	-0.00829498773094617	0.00625429512295191	4.1776149706793e-4	-0.00228799280818044	-0.00551943217492511	-0.00354704997528953	-0.00120365099431855	0.00461697507356652	0.00244201017984394	0.00393424662713971	-0.00592238420574698	-0.00120473140348298	-0.00603374410444298	0.00553057901794213	0.00424196794462108	4.2499709866722e-4	-0.00562449010862575	0.00349876784712345	0.00871792177347622	0.00832373122881826	-0.00395438322918207	0.00181044661681231	0.00281769187769558	0.00641242963777369	0.00215855395799892	-0.00346365086447969	-0.00724139969700178	-0.00329579856680894	-0.00109693294925286	0.00240934433981429	0.00441355658347648	0.00198582358746403	0.0111895293704018	-0.00968146461952491	0.00143696844530192	-0.00210097835903388	-0.004620316424196	0.00234379750142766	-4.74396794081553e-5	-0.00306980304257457	0.00190721751325403	0.00233069838241095	-0.00329106480839554	0.00132785389015126	0.0016846972543619	1.1731675508269e-4	0.00632836425850359	-0.00435921465728128	-0.00365231637133497	0.00321956887527638	-0.00512556200844799	0.00243307681415106	7.5062332542256e-4	0.00164394742031475	0.00135988859979495	-0.00245675948591154	9.13804787623028e-5	0.0055530536649033	-0.0323824358895994	-0.00270496913936335	8.46228107536136e-5	-0.00177135125834472	3.726276418449e-4	-0.00712264278469971	0.00347299003118306	5.19477777243323e-5	-0.00168507021622562	-0.00106362503665682	0.0059444455573729	-0.00140469236756602	-7.5604242393293e-4	0.00524878188059782	0.00904868727244714	-0.00622212221726787	-0.00429991726099799	-0.00515103538848165	-0.00563754149461939	-0.00346604761914091	-0.00200453852609233	-0.00122950515444807	0.00175368149751065	-0.00509289541072296	2.4115167318388e-4	0.00348945423745635	-4.2399992629526e-4	-0.00321276727612592	-0.00126386484422491	-0.00208931065103821	-0.00652513188983435	0.00504099497834638	0.00266378274575236
686_687	-0.00948198209041121	-0.00301045969033759	0.00398738073572545	-0.00484184993640289	-0.00210942371982413	1	0.0030406140324606	-0.00277176364441093	-0.00638615654028515	-0.0108586118856942	-0.00139351030200692	-0.00290134612242183	-0.00521677247715207	-0.00491667563848354	-0.00466456038427711	0.00126429284865391	-0.00329022105427261	-0.00409783101494824	-0.0014490238328228	-0.00276224415790493	0.00833922263644418	-0.00196041512630145	-3.8653285102107e-4	-6.49327229443202e-5	-0.00271433660024504	-0.00888910905008379	-0.00648652983603797	-0.0025146023078098	-0.00144399980110582	0.00558813049118983	-6.93117355896923e-5	-9.7455205293265e-4	-0.0037185269405419	6.9348543303723e-4	-0.00287584464318887	-3.24024732210065e-5	-0.00449952326513751	-0.00348712796447754	-0.00197096809841503	-0.00275826609537436	0.00424413493346255	-0.0072866770656632	-0.00579798624978798	-0.00267891307910093	-0.00400719632518138	4.7060805888868e-4	-0.00184399560907679	0.00146976259957378	0.00268265340761302	-0.00326943859735383	0.00128234630393837	-0.00553937988391979	0.00198031493477608	-0.00125219842513871	-0.00519584140203846	0.0050936149277408	-0.00682607114077606	-0.00323900076157479	-0.00198125479465046	-0.00904969726845773	0.00253475181848102	-0.00570362371707326	0.00670411880811034	-0.00131711999233222	0.00621126785223547	0.00639741444577268	-0.0068764141536876	-0.0108354606819142	0.0102626940239018	-0.00437927826697464	0.00634732444980216	-0.00282109830984584	0.00259394926514186	-0.00230090555269163	-0.00243118091891647	3.1273283669127e-4	-0.00627265816074808	-0.00610795364333824	-0.00647709202956281	-0.00325665975053256	2.1404536553179e-4	-0.00168598819348951	0.00471446927140826	-0.00717538752583338	-0.00836077726311646	-0.0085356436028998	-0.0102727922399769	-0.00691392773653762	-7.1745988773116e-4	0.00307743682343551	-6.6964328275852e-4	-0.00457209751206995	-0.00632149254118643	-0.00208793088523815	-5.8027702915355e-4	-0.00315139503091119	-0.0028526527047344	-0.00361760178729557	0.00460162276056668	-0.00125092962711046
689_690	-0.00447163253572096	-0.00411871623529991	0.00201694814133419	-0.00275655031476636	0.00420222012682062	0.0030406140324606	1	0.00310992189544113	-0.00326453869444791	0.00336540616468556	-0.00383611443055141	-0.00298389744103958	-0.00509957452853647	-0.00153583353120664	-0.00160335438501334	-0.00483376640197999	-0.00518364365948446	-0.0019587223777306	0.00103602094207029	-3.7790666751435e-4	-0.00566072961254827	-0.00741266169362872	-0.00557172741411097	-8.3568295469944e-4	-0.00723937291577087	-0.00226903915835719	-0.00433559327509846	0.00209298914500119	-0.00162189584844675	-0.00168559772211441	-0.00619191860486338	-0.00125694929037289	-0.00444482457557742	0.00224956999236024	-0.00546168786294099	-0.00618717382942316	-0.00629904120031833	-0.00258695097195722	-0.00386200767252217	-0.00122771020795001	-0.00489406691281228	-0.00207242857536763	0.00201127588874498	-0.007469174225443	-0.00274683983375545	-9.0185539348781e-4	-1.6105586884037e-4	-2.0382031924928e-4	-0.00268533970385616	-0.00552256285207697	0.00735198885059136	0.00364152686240651	-0.00840556386042568	-0.00525379475953111	-0.00910678087938923	0.00108872658114945	-0.0040206270171841	-0.00985380306276722	-0.00715648056545302	0.00343737219358111	0.00185728787795069	-0.00752727145751538	-0.00690924666624006	4.61367348325559e-5	-0.00210911562397949	-0.00446251195175805	-0.00325675669347154	0.00345750799738144	3.8549948496147e-4	-0.00262925742268971	-0.0013045280147744	-0.00102403686550235	-0.00557919531541887	-0.0017206482251258	0.0025952406624346	-0.00320634262291459	-0.0020008341489674	-0.0025625511119215	-0.00702857385678923	-0.0077117874494125	-0.00560488117594384	0.00270291115936742	-0.00760013666540045	0.00220652589291861	-0.00233352650265231	-0.00565864486831111	-0.0126947819669855	4.4107590006116e-4	-0.00883231194955607	-0.00954621231056302	-0.00965209078481006	0.00485181067234495	-0.00572449213195248	6.6176796781805e-4	0.00223684216211321	6.9422761026221e-4	-0.0030490145585606	-0.00510079716427033	-6.5220926569461e-4	-6.1559630170572e-4
687_688	0.00520302095261069	0.00501759957155147	0.00196060483563068	0.00722877049795637	-0.0032822415091733	-0.00277176364441093	0.00310992189544113	1	3.3781501872464e-4	0.00210002247436331	0.00589666295452384	0.010008640292835	0.00899556328342139	-0.0198418770078274	-0.00386312013526083	0.00804628349311822	0.00561359865456025	0.00670485212727194	0.00182307352085121	0.0024016136181925	0.00780770392032994	0.00494568927019262	0.00836144012798822	0.0131247170860883	0.0122869369259578	0.00258820781889301	0.00817857752810017	0.00115501115425173	0.00916011141589665	8.615938342517e-4	0.00842034993713284	-0.00355933592002329	0.00802838524159315	-0.00211966203224599	0.00296706029142128	0.0078033751768717	0.00355471074586782	-0.0034428292725945	0.00732999467410394	-0.00362923903251979	0.00694596313238022	0.00832641855681576	-0.0359875235153017	-9.9080241442464e-4	-5.7173301264379e-4	2.1809780298408e-4	-0.00192335137785226	3.572261130234e-4	8.8249021946587e-4	0.00428601376863757	-0.0127910654872015	0.00815594393384798	0.00352882013866893	0.0064402077503922	0.00557681670135439	-0.00536677086119692	0.00409859379799595	0.00830267115386169	0.00944343576638051	0.00996833108134479	0.00607364371334945	0.00115198088020647	-0.00193371583764779	0.00827514106492573	-0.00112451435662918	-1.98425368489423e-5	0.0102949049895253	-0.0739768455768575	-0.00349755496480881	0.00846669787640711	-0.00977222189178299	0.00748306363065638	0.00349319715504681	0.00403231833726038	4.2681647076536e-5	0.0066244634277829	0.00662732555360305	0.00733801539710898	0.00710006167921778	0.00662190568641655	0.0152209312058447	0.00488536136314415	-0.00159346067468248	-0.00579131940406038	0.00368389307444937	0.00358427595861314	7.2045293326449e-4	0.0126455839286228	0.00798497364510396	0.00804380925916676	0.0141205558562342	0.00780631556517741	0.0182069522098929	0.01265188122937	0.00252639307126682	0.00202212847958968	-0.00132551580610473	0.00120326381803741	0.0012558784423757	0.00961809054377241
690_691	0.00443265498678229	-0.00537206826126029	-0.00487193705710275	9.4507385635128e-4	-0.00377785773378276	-0.00638615654028515	-0.00326453869444791	3.3781501872464e-4	1	-0.00542826601018538	-9.7498550329601e-4	0.00747319251054568	-0.00335963855506395	-0.00722967635858158	0.00825732838868523	0.00472174141500219	-2.7447342141686e-4	0.00609832741197559	0.00328932162890126	-0.0078801911896702	6.7634140024628e-4	-0.00230223352104116	0.00112289392183773	0.00331821584753448	-5.3879094870463e-4	0.00297302363630788	0.00485522951078958	7.127956815935e-4	0.00442887974478774	0.00672607112495727	-6.3858795309024e-4	-0.00269598728981865	0.00763313979994352	-0.0049681689636683	-7.3410977823106e-4	-0.00346341777376803	0.00229840332466955	-0.00445214901804088	-0.00171216927637271	9.0583631250756e-4	-0.0048174817653389	0.0112912321165935	-0.0231165580657097	8.5663432061287e-4	-0.00563538582370066	-0.00774897426015951	0.0125596862181647	0.00365782703594063	-0.00357013138382101	0.00215792790222692	-0.00388118537741514	2.3140098137811e-4	0.00356445846147101	2.0364917972827e-4	-0.00125822791921045	-0.00636243990023864	0.00417239241300423	0.0018620182161587	-0.00108381102811416	3.6944549367072e-4	0.00381442152410454	-0.00857785391124101	0.00320685730917976	0.0053949018577749	0.00265493053203072	-0.00173004221711012	7.4974600073175e-4	-0.0329866661997372	-1.7546664852151e-4	-0.00553271543313167	-0.0100581569326163	9.9768512331616e-4	-0.00729993487980685	8.8757707078501e-4	0.00375347949679717	0.00233025266847291	0.00747070609411573	0.00242206225388693	0.00226517223784246	0.00504685917461953	0.00142540032414224	3.3189480699684e-4	-0.00299093539455048	-0.00594712847155115	-0.00316713154640174	-0.00223092022373934	0.00357828293604401	0.00471559489130271	-0.0022656522168481	0.00518800337015405	0.0029930269333526	-0.00347585658991616	0.00615497331429818	-0.00754853026475901	0.00746360889197801	0.0114971051216163	-0.00165408177406349	-5.2498800544091e-4	0.00245234712486995	0.00586405971278134
685_686	0.00978231469320841	0.00512739884081147	-0.00515002624581831	0.00615210913691589	-0.00829498773094617	-0.0108586118856942	0.00336540616468556	0.00210002247436331	-0.00542826601018538	1	0.00481046749693701	0.0045122403180881	0.00265780194491257	-0.0152223962452932	0.00373196761671927	4.8846640724684e-4	0.00963851890623937	0.00753811920635831	0.00303057013751253	-0.00343788086011503	0.00299851931940436	-0.00855219174655525	0.00634484719061268	0.00619858034171183	0.00230532869307973	-5.5384047941449e-4	-0.00487287303517041	0.00174318508754738	0.00839277261870536	0.0054643735321954	0.0128518951924661	0.00108801576309421	0.00684192075060159	-0.00211254785922498	-0.00175500098294378	0.00514896305992511	0.00531091992450627	0.00232310185307609	0.00679410044722086	-0.00139398174613638	0.00191819129641388	0.00561222581232774	-0.0188649633915057	-0.0078923968724508	0.00790002448643703	6.7101450964343e-4	0.00980736457741219	-0.00103729129841033	0.00908359488721413	0.00374657079565545	-0.0109471605831172	-0.00212303332460243	0.00690793911101051	0.0106578862465229	0.00791844010612417	-0.00400927456808814	0.0112322470737231	0.00606961306363232	0.00402885359474044	0.00936898227701467	3.9106404183858e-4	0.00413592491296484	-0.00205721617274418	0.00426089048050757	-8.8523817155959e-4	-0.00616894169966133	0.00676770426883817	-0.0557203065997436	-0.0017873115003374	0.00367375605694354	-0.0102026995707977	0.00699529722695276	0.00246221890618131	0.00674554492042152	-0.0052016927925787404	0.00144589844472128	-0.00382823004008512	0.00936193067775136	0.00532533289213387	0.00336260986351922	0.0130839370562936	-7.7913655571336e-4	0.00193857365926207	-0.00616101477445931	0.00209151968574786	0.00405666583198551	0.00519154258845988	0.00702318398465658	0.00290159509392391	0.00472773659374928	0.00846805829328502	0.0122596002606533	0.00297620007500878	0.00972677104009491	-0.00210342712423882	0.00584570140244543	0.0069820704591892	0.0107485837088548	-0.00174591630809283	0.00649863530460547
